Title,Subtitle,Author,Format,Formats Owned
The Way of the Superior Man,"A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire (...",David Deida,"Kindle, Audible",2
The Way Things Work,,David Macaulay,Physical,1
The Way We Work,,David Macaulay,Physical,1
The Wealth Money Can't Buy,The 8 Hidden Habits to Live Your Richest Life,Robin Sharma,"Kindle, Audible",2
The White Knight,(Ben Hope Book 28),Scott Mariani,Kindle,1
The Wicked King (A Novel of Elfhame),Where TikTok's Faerie Obsession Began (The Folk of the Air Book 2),Holly Black,Kindle,1
The Wim Hof Method,"Activate Your Potential, Transcend Your Limits",Wim Hof,"Physical, Audible",2
The Wind Guardian,A Thriller Frank scozzari,,Kindle,1
The Wind-Up Bird Chronicle,,Haruki Murakami,Kindle,1
The Windup Girl,,Paolo Bacigalupi,"Kindle, Audible",2
The Year of the Locust,The Sunday Times bestselling novel from the author of I AM PILGRIM,Terry Hayes,Kindle,1
The Year of You,365 Journal Writing Prompts for Creative Self-Discovery,Hannah Braime,Kindle,1
The Zahir,A Novel of Obsession,Paulo Coelho,Physical,1
There's a War Going On But No One Can See It,'A brilliant page-turner' RUTGER BREGMAN,Huib Modderkolk,"Kindle, Audible",2
Thief on the Cross,Templar Secrets in America (Templars in America Series Book 2),David S. Brody,Kindle,1
Thin Air,From the author of Netflix's Altered Carbon (Gollancz Sf),Richard Morgan,Kindle,1
Thing Explainer,Complicated Stuff in Simple Words,Randall Munroe,Physical,1
Things That Matter,Overcoming Distraction to Pursue a More Meaningful Life,Joshua Becker,Kindle,1
Think & Grow Rich,,Napolean Hill,Audible,1
Think Like a Monk,The secret of how to harness the power of positivity and be happy now,Jay Shetty,Kindle,1
Think Small,The Surprisingly Simple Ways to Reach Big Goals,Owain Service,Kindle,1
Thirteen,Previously published as BLACK MAN (GOLLANCZ S.F.),Richard Morgan,Kindle,1
"Thirteen, Fourteen... Little Boy Unseen",A heart-breaking mystery thriller (Rebekka Franck Book 7),Willow Rose,Kindle,1
This Book Could Save Your Life,The Science of Living Longer Better New,Scientist,Kindle,1
This Book Will Make You Happy,,Jessamy Hibberd,Physical,1
This Inevitable Ruin,Dungeon Crawler Carl Book 7,Matt Dinniman,"Kindle, Audible",2
This is Marketing,You Can't Be Seen Until You Learn To See,Seth Godin,Kindle,1
This is What Happened,,Mick Herron,Kindle,1
Three Assassins,A propulsive new thriller from the bestselling author of BULLET TRAIN,Kotaro Isaka,Kindle,1
"Three Peaks, Ten Tors",And Other Challenge Walks in the UK: And other challenging walks in the UK,Ronald Turnbull,Physical,1
Tiamat's Wrath,Book 8 of the Expanse,James S.A. Corey,Kindle,1
Tiger's Claw (Patrick McLanahan Book 18),,Dale Brown,Kindle,1
Time and Time Again,,Ben Elton,Kindle,1
"Time Tourist Outfitters, Ltd.",A Historical Time Travel Adventure (Toronto Time Agents),C. N. Jackson,Kindle,1
Time Wise,,Amantha Imber,Kindle,1
Tin Men,,Christopher Golden,Kindle,1
Tinplate (Peter Marklin Book 1),,Neville Steed,Kindle,1
Tiny Habits,The Small Changes That Change Everything,BJ Fogg,Kindle,1
Titans of War,,Wilbur Smith,Kindle,1
To Kill For (The McKays Book 1),,A.J. Carella,Kindle,1
To Sell Is Human,"The Surprising Truth About Persuading, Convincing, and Influencing Others",Daniel H. Pink,Audible,1
To The Survivors Philip,,G Henley,Kindle,1
Toe Popper,,Jonny Tangerine,Kindle,1
Too Close For Comfort (Knight & Culverhouse Book 1),,Adam Croft,Kindle,1
TOOLS OF TITANS,,T. Ferriss,Physical,1
Total Victim Theory,,Ian Ballard,Kindle,1
Tracks,"A Kidnapping Investigation, Action Crime Thriller Novel (A Mystery and Espionage Thriller Book 2)",Niv Kaplan,Kindle,1
TRAMPFACE,Hitchhike: Thumb & Thumber,L.G. West,Kindle,1
TRAMPFACE,Homeless ... By Choice,L.G. West,Kindle,1
TRAMPFACE CALAIS,Undercover in the Jungle,L.G. West,Kindle,1
Transfer Of Power,(The Mitch Rapp Series),Vince Flynn,Kindle,1
Transterence,,B.I. Keaton,Kindle,1
Treasure Island (Andre Deutsch Classics),,Robert Louis Stevenson,Physical,1
Tree Houses You Can Actually Build,A Weekend Project Book,Jeanie Trusty Stiles,Physical,1
Trekking the Hadrian's Wall Path,Two-Way Trekking Guide: Real OS 1:25k Maps Inside (The Great Treks of England),Andrew McCluggage,Physical,1
Trial By Fire (The Daedalus Quartet Book 1) Richard,,Townshend Bickers,Kindle,1
Tribe of Mentors,Short Life Advice from the Best in the World,Timothy Ferriss,"Physical, Kindle",2
Tribe of Mentors,Short Life Advice from the Best in the World,Tim Ferriss,Audible,1
Tribes,We Need You to Lead Us,Seth Godin,Physical,1
Trigger Finger Jackson,,Spencer Bell,Kindle,1
Triggers,Revenge Is Worth Waiting For (Stephen Leather Novels Book 17),Stephen Leather,Kindle,1
Triple Cross,"The unputdownable, race-against-time thriller from the Sunday Times bestselling author of Secret Service",Tom Bradby,Kindle,1
"Tripwire (Jack Reacher, Book 3)",,Lee Child,Kindle,1
Trojan Horse,,Mark Russinovich,Kindle,1
Trouble on Paradise,an ExForce novella (Expeditionary Force),Craig Alanson,"Kindle, Audible",2
Troy,Our Greatest Story Retold (Stephen Fry's Greek Myths Book 3),Stephen Fry,Kindle,1
True Colours,The 10th Spider Shepherd Thriller (The Spider Shepherd Thrillers),Stephen Leather,Kindle,1
True Conviction,a high octane assassination thriller (Adrian Hell Series Book 1),James P. Sumner,Kindle,1
Trust Agents,"Using the Web to Build Influence, Improve Reputation, and Earn Trust",Chris Brogan,Physical,1
Tuesdays With Morrie,"An old man, a young man, and life's greatest lesson",Mitch Albom,"Physical, Kindle",2
Turn Left at Istanbul,"ESCAPING SHIRLEY - The ultimate, mad, sixties road trip",Richard Savin,Kindle,1
"Twenty-Eight and a Half Wishes (Rose Gardner Mystery, Book 1) Denise",,Grover Swank,Kindle,1
Typhoon,A gripping historical fiction spy thriller,Charles Cumming,Kindle,1
U is for Undertow (Kinsey Millhone Alphabet series Book 21),,Sue Grafton,Kindle,1
UK Eyes Alpha,Inside Story of British Intelligence,Mark Urban,Physical,1
Ultima (Proxima Book 2),,Stephen Baxter,Kindle,1
Ultimate Bodypedia,An Amazing Inside-Out Tour of the Human Body,Christina Wilsdon,Physical,1
Ultralearning,"Accelerate Your Career, Master Hard Skills and Outsmart the Competition",Scott Round,Kindle,1
Ultramarathon Man,Confessions of an All-Night Runner,Dean Karnazes,Physical,1
Unbound,A Post-Apocalyptic Survival Thriller Series (Dawn of Deception Book 1),A. R. Shaw,Kindle,1
Uncommon Stock,Version 1.0 (The Uncommon Series Book 1),Eliot Peper,Kindle,1
Under the Amoral Bridge,A Cyberpunk Novel (The Bridge Chronicles Book 1),Gary A. Ballard,Kindle,1
Undercover War,Britain's Special Forces and their secret battle against the IRA,Harry McCallion,Physical,1
Understanding Human Nature Adler alfred,,,Kindle,1
Unf*ck Yourself,Get out of your head and into your life Gary John Bishop,,"Kindle, Audible",2
Unforeseen (Thomas Prescott Book 1),,Nick Pirog,Kindle,1
Unlimited Power,The New Science of Personal Achievement,Tony Robbins,Kindle,1
Unrelenting,A Powerful Sweeping Family Saga (Love and Resistance in WW2 Germany Book 1),Marion Kummerow,Kindle,1
"Unstoppable Us, Volume 1",(How Humans Took Over the World),Yuval Noah Harari,Kindle,1
Upgrade,"An Immersive, Mind-Bending Thriller From The Author of Dark Matter",Blake Crouch,Kindle,1
Upheaval,How Nations Cope with Crisis and Change,Jared Diamond,Kindle,1
Use Of Weapons (Culture series Book 3) lain,,M. Banks,Kindle,1
Utility of Force,The Art Of War In The Modern World,Rupert Smith,Physical,1
Utopia for Realists,And How We Can Get There,Rutger Bregman,"Kindle, Audible",2
V is for Vengeance (Kinsey Millhone Alphabet series Book 22),,Sue Grafton!,Kindle,1
Vagabonding,An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,Physical,1
Valley of Death,"The gripping Ben Hope adventure (Ben Hope, Book 19)",Scott Mariani,Kindle,1
Vanishing Point (The Time Bubble Series Book 6),,Jason Ayres,Kindle,1
Vanquish (The Alexander King Prequels Book 2),,Bradley Wright,Kindle,1
Vaughn Bode's Erotica,1,Vaughn Bodé,Physical,1
VEKTOR,A Black Flagged Thriller (The Black Flagged Series Book 4),Steven Konkolv,Kindle,1
VINDICTA,A Black Flagged Thriller (The Black Flagged Series Book 6),Steven Konkoly,Kindle,1
Vintage Patterns,Creative Colouring For Grown-ups,Various Authors,Physical,1
Virtualization For Dummies,,Bernard Golden,Physical,1
Vizsla,The Complete Owners Guide,Margaret Davis,Physical,1
Vol 2 - Your Duality Within,A Study of Your Two Distinct & Opposing Internal Voices (Stoicism for a Better Life),Anderson Silver,Physical,1
Vol 3 - Your Dichotomy of Control,Learn to Control Your World for a Happy Anxiety-Free Life (Stoicism for a Better Life),Anderson Silver,Physical,1
Vortex Larry Bond.,,Patrick Larkin,Kindle,1
Voyages of the Seventh Carrier,Books 1 - 3 (The Voyages),Peter Albano,Kindle,1
W is for Wasted (Kinsey Millhone Alphabet series Book 23),,Sue Gratton,Kindle,1
Waking the Giant,The inside story of Unai Emery's Europa League winning Aston Villa,Gregg Evans,Kindle,1
Wall and Piece,,Banksy,Physical,1
"Wanted (A Private Investigator Series of Crime and Suspense Thrillers, Book 1)",,Nick Stephenson,Kindle,1
War Nerd,,Gary Brecher,Physical,1
War of the Worlds,,,Physical,1
WAR REPORTING FOR COWARDS,,Chris Ayres,Physical,1
War With Russia,An urgent warning from senior military command: The chillingly accurate political thriller of a R... General Sir,Richard Shirreff,Kindle,1
Warchild,Pawn | A Post Apocalyptic Adventure (The Warchild Series Book 1),Ernie Lindsey,Kindle,1
Warlock,The Egyptian Series 3 (Egypt Series),Wilbur Smith,Kindle,1
Warning Order,A Spider Shepherd short story (Dan Shepherd series Book 6),Stephen Leather,Kindle,1
Wasting Police Time,,David (Pc) Copperfield,Physical,1
Watching The Bodies,,Graham Smith,Kindle,1
Ways of Knowing,Praxis Volume 4,Tiago Forte,Kindle,1
We Are Bellingcat,An Intelligence Agency for the People,Eliot Higgins,"Kindle, Audible",2
We Are Legion (We Are Bob),"Bobiverse, Book 1",Dennis E. Taylor,Audible,1
We Are Legion (We Are Bob) (Bobiverse Book 1),,Dennis Taylor,Kindle,1
We Need to Tax Billionaires,&#34;The most important economist in the world today&#34;,Gabriel Zucman,"Kindle, Audible",2
We Were Warriors,A Powerful and Moving Story of Courage Under Fire,Johnny Mercer,Kindle,1
Weddings Can Be Murder,,Christie Craig,Kindle,1
Weighted Steps,(How Rucking Builds Stronger Bodies and Calmer Minds),Andrew Brandt,Kindle,1
What Every Body Is Saying,An Ex-FBI Agent's Guide to Speed-Reading People,Joe Navarro,Physical,1
What Happened at the Lake (Serial Killer Thrillers),,Phil M. Williams,Kindle,1
What I Talk About When I Talk About Running,,Haruki Murakami,"Physical, Audible",2
What Technology Wants,,Kevin Kelly,Physical,1
What the Most Successful People Do at Work,,Laura Vanderkam,Kindle,1
What the Most Successful People Do Before Breakfast,A Short Guide to Making Over Your Mornings - and Life,Laura Vanderkan,Kindle,1
What the Most Successful People Do on the Weekend,,Laura Vanderkar,Kindle,1
What They Don't Teach You About Money,Seven Habits to Unlock Financial Independence,Claer Barrett,Kindle,1
What They Dont Teach You At Harvard Busi,,Mark McCormack,Physical,1
When All Hell Breaks Loose,Stuff You Need to Survive When Disaster Strikes,Cody Lundin,Kindle,1
When Danger Calls,"A Covert Ops Romantic Suspense (Blackthorne, Inc Book 1)",Terry Odell,Kindle,1
When Eaqles Burn (Maddox Book 1),,Jack Hayes,Kindle,1
When I Die I'm Going to Heaven 'Cause I've Spent My Time in Hell,A Memoir of My Year As an Army Nurse in Viet...,Barbara Kautz,Kindle,1
When Justice Calls,A fast-paced action thriller (A Henry Biggston Thriller Book 1),Mac Worden,Kindle,1
When Justice Calls,A fast-paced action thriller (A Henry Biggston Thriller Book 1),Mac Worder,Kindle,1
When the Man Comes Around,A Gripping Crime Thriller (Lawson Raines Book 1),Bradley Wright,Kindle,1
Where's Wally? The Fantastic Journey,,Martin Handford,Physical,1
Whirlwind,,James Clavell,Physical,1
Whitaker's 2015,,Whitaker's,Physical,1
Whitaker's 2016,,Whitaker's,Physical,1
Whitaker's 2017,,Ruth Northey,Physical,1
Whitaker's Almanack 2010 2010,,A; C Black Publishers Ltd,Physical,1
Whitaker's Almanack 2011,,Jane Russell,Physical,1
Whitaker's Almanack 2012,,Whitaker's,Physical,1
Whitaker's Almanack 2013,,Whitaker's,Physical,1
Whitaker's Almanack 2014,,Whitaker's,Physical,1
White Gold,An action-packed spy thriller (Dan Taylor Book 1),Rachel Amphlett,Kindle,1
White Hell (Tanner Novels Book 17),,Remington Kane,Kindle,1
White Lies,The 11th Spider Shepherd Thriller (The Spider Shepherd Thrillers),Stephen Leather,Kindle,1
Who Do You Think You Are?,A leader's guide to what the mirror doesn't show you,Adam Quiney,"Physical, Kindle",2
Why Has Nobody Told Me This Before?,The No 1 Sunday Times bestseller,Dr Julie Smith,Physical,1
Why Running Matters,"Lessons in Life, Pain and Exhilaration - From 5K to the Marathon lan",Mortimer,"Kindle, Audible",2
Why We Die,Zoe Boehm Thriller 3,Mick Herron,Kindle,1
Wide Awake,(Devin Gray Book 3),Steven Konkoly,Kindle,1
Wikinomics,,tapscott-don-williams-anthony,Physical,1
Wikipedia,The Missing Manual,John Broughton,Physical,1
Wild Running,150 Great Adventures on the Trails and Fells of Britain,Jen Benson,Physical,1
Will,The Sunday Times Bestselling Autobiography,Will Smith,Physical,1
Winning the Week,"How To Plan A Successful Week, Every Week",Demir Bentley,Kindle,1
Winning the Week,"How to Plan a Successful Week, Every Week",Carey Bentley; Demir Bentley,Audible,1
Winter's Rage,A Byron Tibor Thriller,Sean Black,Kindle,1
WIRED,,Douglas E. Richards,Kindle,1
Wired Rogue,Vigilante Justice Thriller Series (Paradise Crime Thrillers Book 2),Toby Neal,Kindle,1
Wisdom Takes Work,Learn. Apply. Repeat.,Ryan Holiday,"Kindle, Audible",2
"Without Fail (Jack Reacher, Book 6)",,Lee Child,Kindle,1
Without Remorse,The No.1 bestseller that was made into a major blockbuster (John Clark),Tom Clancy,Kindle,1
Woken Furies,Netflix Altered Carbon book 3 (Takeshi Kovacs),Richard Morgan,Kindle,1
Woodcraft and Camping George,,Washington Sears,Kindle,1
Wool,Book 1 of Silo (Wool Trilogy Series),Hugh Howey,"Kindle, Audible",2
World Snowboard Guide,,Tony Brown,Physical,1
World War Z,An Oral History of the Zombie War,Max Brooks,Physical,1
Worldchanging,A User's Guide for the 21st Century,Alex Steffen,Physical,1
Worm,The First Digital World War,Mark Bowden,Physical,1
Worth Dying For,The Power and Politics of Flags,Tim Marshall,Kindle,1
"Worth Dying For (Jack Reacher, Book 15)",,Lee Child,Kindle,1
Wrath (The Nash Harrington Crime Thriller Series Book 1),,E.H. Reinhard,Kindle,1
"Write It Down, Make It Happen",Knowing What You Want And Getting It,Henriette Anne Klauser,Physical,1
Writing to Be Understood,What Works and Why,Anne vanzer,Kindle,1
Writing to Be Understood,What Works and Why,Anne Janzer,Audible,1
Writing Tools (10th Anniversary Edition),55 Essential Strategies for Every Writer,Roy Peter Clark,Physical,1
"Wrong Place, Wrong Time",(DS James Ripley Book 1),P.S. Brown,Kindle,1
Yes To Life In Spite of Everything,,Viktor E Frankl,Physical,1
You Are Dead. (Sign Here Please),,Andrew Stanek,Kindle,1
You Are Not a Gadget,A Manifesto,Jaron Lanier,Physical,1
You Have Arrived at Your Destination (Forward collection),(forward Collection) AMAZON ONLY,Amor Towles,Kindle,1
You're Not Listening,What You're Missing and Why It Matters,Kate Murphy,"Kindle, Audible",2
You're Too Good to Feel This Bad,An Orthodox Approach to Living an Unorthodox Life,Nate Dallas,Physical,1
Your Dichotomy of Control,Learn to Control Your World for a Happy Anxiety-Free Life : VOLUME 3 (Stoicism for a Better Life),Anderson Silver,"Kindle, Audible",2
Your Duality Within,A Study of Your Two Distinct & Opposing Internal Voices : VOLUME 2 (Stoicism for a Better Life),Anderson Silver,"Kindle, Audible",2
Your Money or Your Life,9 Steps to Transforming Your Relationship with Money and Achieving Financial Independence: Fully Revised and Updated for 2018,Vicki Robin,"Physical, Audible",2
Your User's Manual,A Guide for Purpose and an Anxiety Free Life in the 21st Century (Stoicism for a Better Life),Anderson Silver,"Physical, Kindle, Audible",3
Zen and the Art of Motorcycle Maintenance,,Robert Pirsig,Physical,1
Zero Day,,Mark Russinovich,Kindle,1
Zero Day Code,(A novel of the End of Days: a cyberwar apocalypse),John Birmingham,Kindle,1
Zero Hour,(Nick Stone Thriller 13),Andy McNab,Kindle,1
Zero to One,"Notes on Start Ups, or How to Build the Future Blake Masters,",Peter Thiel,Kindle,1
Zoe's Tale (Old Man's War Book 4),,John Scalzi,Kindle,1
